stt,name,price,size,support,of_players,genre,system,publisher,developer,languages,release_date
167,Demonschool,$24.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 2.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Ysbryd Games,Ysbryd Games,"Japanese, French, Simplified Chinese, Latin American Spanish, American English","November 19, 2025"
168,Desert Race Adventures,$39.99,"Nintendo Switch: 204 MB , Nintendo Switch 2: 204 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Black Smoke Studios,Black Smoke Studios,American English,"November 18, 2025"
169,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
170,DRAGON BALL: Sparking! ZERO,,25 GB,"TV mode , Tabletop mode , Handheld mode","Single System (1-6) , Online (1-8)",Chưa có,Nintendo Switch 2,BANDAI NAMCO Entertainment,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 14, 2025"
171,DRAGON BALL: Sparking! ZERO,$59.99,"Nintendo Switch: 6.4 GB , Nintendo Switch 2: 6.4 GB","TV mode , Tabletop mode , Handheld mode","Single System (1-6) , Online (1-8)",Chưa có,Nintendo Switch,BANDAI NAMCO Entertainment,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 14, 2025"
172,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
173,Atelier Ryza Secret Trilogy Deluxe Pack,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,Chưa có,"November 13, 2025"
174,Atelier Ryza Secret Trilogy Deluxe Pack,$89.99,Chưa có,Chưa có,Chưa có,Chưa có,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,Chưa có,"November 13, 2025"
175,Mistonia's Hope -The Lost Delight-,$59.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Aksys Games,Aksys Games,American English,"November 13, 2025"
176,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
177,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
178,Atelier Ryza 3: Alchemist of the End & the Secret Key DX,$59.99,21.5 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
179,Atelier Ryza 2: Lost Legends & the Secret Fairy DX,$59.99,18.3 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, French, American English","November 13, 2025"
180,Atelier Ryza: Ever Darkness & the Secret Hideout DX,$59.99,15.5 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
181,CYCLIA JOURNEY,$39.99,"Nintendo Switch: 199 MB , Nintendo Switch 2: 199 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Wonderfy,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","November 13, 2025"
182,Atelier Ryza 3: Alchemist of the End & the Secret Key DX,$59.99,"Nintendo Switch: 11.9 GB , Nintendo Switch 2: 11.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
183,Atelier Ryza 2: Lost Legends & the Secret Fairy DX,$59.99,"Nintendo Switch: 9.3 GB , Nintendo Switch 2: 9.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, French, American English","November 13, 2025"
184,Atelier Ryza: Ever Darkness & the Secret Hideout DX,$59.99,"Nintendo Switch: 8.1 GB , Nintendo Switch 2: 8.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,KOEI TECMO AMERICA,Chưa có,"Japanese, American English","November 13, 2025"
185,Bomb Kitten,$39.99,"Nintendo Switch: 98 MB , Nintendo Switch 2: 98 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,eastasiasoft,eastasiasoft,"Russian, American English","November 12, 2025"
186,WINDSWEPT,$39.99,"Nintendo Switch: 309 MB , Nintendo Switch 2: 309 MB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,Top Hat Studios,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","November 11, 2025"
187,Goodnight Universe,$59.99,4.8 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Skybound Games,Skybound Games,"Japanese, French, German, Spanish, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 11, 2025"
188,Mega City Obby,$39.99,"Nintendo Switch: 259 MB , Nintendo Switch 2: 259 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"November 7, 2025"
189,Motordoom,$59.99,"Nintendo Switch: 724 MB , Nintendo Switch 2: 724 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Christoph Mueller,Chưa có,"Japanese, French, German, Italian, Spanish, Russian, American English","November 7, 2025"
190,House Fighters: Total Mess,$7.99,"Nintendo Switch: 5.6 GB , Nintendo Switch 2: 5.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Revulo Games,Chưa có,"Japanese, French, German, Spanish, Russian, Simplified Chinese, Brazilian Portuguese, American English","November 7, 2025"
191,Picronix,$39.99,"Nintendo Switch: 194 MB , Nintendo Switch 2: 194 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Andrei Ivashentsev,Andrei Ivashentsev,"Japanese, French, German, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","November 6, 2025"
192,Chronoquartz,$59.99,"Nintendo Switch: 344 MB , Nintendo Switch 2: 344 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Infinite Stairs,Chưa có,"French, Canadian French, American English","November 6, 2025"
193,Lia: Hacking Destiny,$59.99,"Nintendo Switch: 579 MB , Nintendo Switch 2: 579 MB",Handheld mode,Chưa có,Chưa có,Nintendo Switch,Orube Game Studio,Orube Game Studio,"Brazilian Portuguese, American English","November 6, 2025"
194,HELLO KITTY AND FRIENDS: FREEZE TAG PARTY,$39.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Chưa có,Nintendo Switch,Nighthawk Interactive,Nighthawk Interactive,"French, German, Italian, Spanish, American English","November 6, 2025"
195,My Cozy Aquarium,$39.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,REDDEER.GAMES,Chưa có,"Japanese, French, German, Brazilian Portuguese, American English","November 6, 2025"
196,Boxes: Lost Fragment,$14.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Snapbreak Games,Snapbreak Games,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 6, 2025"
197,Dollmare,$59.99,"Nintendo Switch: 609 MB , Nintendo Switch 2: 609 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Feardemic,Feardemic,"Japanese, British English, French, German, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Traditional Chinese","November 6, 2025"
198,Outlanders,$2.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Pomelo Games,Pomelo Games,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 6, 2025"
199,UFO Builder,$39.99,"Nintendo Switch: 300 MB , Nintendo Switch 2: 300 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,NOSTRA GAMES,Chưa có,American English,"November 6, 2025"
200,Mission: Mars,$14.99,"Nintendo Switch: 1.2 GB , Nintendo Switch 2: 1.2 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Eclipse Interactive,Chưa có,American English,"November 6, 2025"
201,Twilight Parade: Moonlit Mononoke,$59.99,"Nintendo Switch: 124 MB , Nintendo Switch 2: 124 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,eastasiasoft,eastasiasoft,"Japanese, French, German, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","November 5, 2025"
202,Dinkum,$59.99,"Nintendo Switch: 649 MB , Nintendo Switch 2: 649 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,KRAFTON,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","November 5, 2025"
203,Let's Sing 2026,,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Chưa có,Nintendo Switch,PLAION,Chưa có,"French, German, Spanish, American English","November 4, 2025"
204,V’s Rage,$59.99,"Nintendo Switch: 835 MB , Nintendo Switch 2: 835 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,NEWBIX team,NEWBIX team,"Japanese, French, German, Italian, Spanish, Portuguese, Simplified Chinese, American English","November 1, 2025"
205,Castle Climb Obby,$39.99,"Nintendo Switch: 592 MB , Nintendo Switch 2: 592 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"October 31, 2025"
206,Beaked Buccaneer,$4.99,"Nintendo Switch: 61 MB , Nintendo Switch 2: 61 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Ratalaika Games,Chưa có,"Brazilian Portuguese, American English","October 31, 2025"
207,Laundry Store Simulator,$39.99,"Nintendo Switch: 862 MB , Nintendo Switch 2: 862 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Console Labs,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 31, 2025"
208,Mina the Hollower,$59.99,Chưa có,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch 2,Yacht Club Games,Yacht Club Games,"Japanese, French, German, Italian, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 31, 2025"
209,PAW Patrol™ Rescue Wheels™: Championship,$39.99,"Nintendo Switch: 2.4 GB , Nintendo Switch 2: 2.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Racing,Nintendo Switch,Outright Games,Outright Games,"British English, French, German, Italian, Spanish, Dutch, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 31, 2025"
210,Mina the Hollower,,Chưa có,"TV mode , Tabletop mode , Handheld mode",Chưa có,Chưa có,Nintendo Switch,Yacht Club Games,Yacht Club Games,"Japanese, French, German, Italian, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 31, 2025"
211,Toziuha Night: Order of the Alchemists,$59.99,"Nintendo Switch: 767 MB , Nintendo Switch 2: 767 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,TuanisApps,TuanisApps,"Latin American Spanish, Brazilian Portuguese, American English","October 31, 2025"
212,Tales of Xillia Remastered,,"Nintendo Switch: 9.6 GB , Nintendo Switch 2: 9.6 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Adventure , Role playing",Nintendo Switch,BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment,"Latin American Spanish, Canadian French, American English","October 31, 2025"
213,Colorizing: Daydream,$39.99,"Nintendo Switch: 182 MB , Nintendo Switch 2: 182 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Andrei Ivashentsev,Chưa có,"Japanese, French, German, Korean, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Traditional Chinese, American English","October 30, 2025"
214,COLOREE,$39.99,"Nintendo Switch: 135 MB , Nintendo Switch 2: 135 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Application,Nintendo Switch,Pancake Games,Chưa có,American English,"October 30, 2025"
215,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
216,Escape game R00M06,$39.99,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,AlignmentSharp,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","October 30, 2025"
217,Majogami,$59.99,"Nintendo Switch: 4.4 GB , Nintendo Switch 2: 4.4 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Inti Creates,Inti Creates,"Japanese, French, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
218,Detective Dotson,$14.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,RAINYFROG,RAINYFROG,"Japanese, French, German, Spanish, Simplified Chinese, Traditional Chinese, American English","October 30, 2025"
219,DRAGON QUEST I & II HD-2D Remake,$59.99,16.3 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch 2,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","October 30, 2025"
220,Dungeon Minesweeper,$5.99,"Nintendo Switch: 393 MB , Nintendo Switch 2: 393 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Stamina Zero,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
221,Seer's Gambit,$39.99,"Nintendo Switch: 487 MB , Nintendo Switch 2: 487 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Strategy",Nintendo Switch,Gamersky Games,Chưa có,"Japanese, Korean, Simplified Chinese, Traditional Chinese, American English","October 30, 2025"
222,Silver Bullet,$6.99,"Nintendo Switch: 156 MB , Nintendo Switch 2: 156 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Flynns Arcade,Flynns Arcade,American English,"October 30, 2025"
223,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
224,Kamla,$59.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,SOFT SOURCE,Chưa có,"Japanese, British English, French, German, Spanish, Portuguese, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
225,Majogami,$59.99,"Nintendo Switch: 4.5 GB , Nintendo Switch 2: 4.8 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch 2,Inti Creates,Inti Creates,"Japanese, French, Spanish, Korean, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
226,7th Domain ： Tree of Chaos,$59.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Role playing",Nintendo Switch,Happy Player,Chưa có,"Japanese, British English, German, Simplified Chinese, Traditional Chinese, American English","October 30, 2025"
227,Asfalia: Panic at the Mansion,$14.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Funtomata,Funtomata,"Japanese, British English, French, German, Spanish, Russian, Simplified Chinese, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
228,Asfalia: The Cranky Volcano,$39.99,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Funtomata,Funtomata,"Japanese, British English, French, German, Spanish, Russian, Simplified Chinese, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
229,Hannah,$59.99,"Nintendo Switch: 5.9 GB , Nintendo Switch 2: 5.9 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Adventure",Nintendo Switch,QUByte Interactive,QUByte Interactive,"Japanese, French, German, Italian, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 30, 2025"
230,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
231,Angry Battalion,$59.99,"Nintendo Switch: 587 MB , Nintendo Switch 2: 587 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,NOSTRA GAMES,Chưa có,American English,"October 30, 2025"
232,Asterix & Obelix - Mission Babylon,$29.99,"Nintendo Switch: 1.7 GB , Nintendo Switch 2: 1.7 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Microids,Microids,"French, German, Italian, Spanish, Dutch, Russian, Brazilian Portuguese, American English","October 30, 2025"
233,Harvest Moon®: Home Sweet Home Special Edition,$39.99,"Nintendo Switch: 1 GB , Nintendo Switch 2: 1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Role playing , Simulation",Nintendo Switch,Natsume Inc.,Natsume Inc.,"German, American English","October 30, 2025"
234,D.C. Re:tune,$59.99,"Nintendo Switch: 3.5 GB , Nintendo Switch 2: 3.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Narrative adventure,Nintendo Switch,Bushiroad,Chưa có,"Japanese, Simplified Chinese, Traditional Chinese, American English","October 30, 2025"
235,House of Golf 2,$14.99,"Nintendo Switch: 13.4 GB , Nintendo Switch 2: 13.4 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),Sports,Nintendo Switch,Starlight Games,Starlight Games,"British English, French, German, Italian, Spanish, Dutch, Portuguese, Russian, Latin American Spanish, Canadian French, Brazilian Portuguese, American English","October 30, 2025"
236,DRAGON QUEST I & II HD-2D Remake,$59.99,"Nintendo Switch: 8.3 GB , Nintendo Switch 2: 8.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,SQUARE ENIX,Chưa có,"Japanese, French, German, Italian, Spanish, Korean, Simplified Chinese, Latin American Spanish, Traditional Chinese, American English","October 30, 2025"
237,Cauldron,$39.99,"Nintendo Switch: 316 MB , Nintendo Switch 2: 316 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Role playing,Nintendo Switch,Caketown Interactive,Chưa có,"Japanese, French, German, Simplified Chinese, Brazilian Portuguese, American English","October 29, 2025"
238,Halloween 1985,$59.99,"Nintendo Switch: 163 MB , Nintendo Switch 2: 163 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,eastasiasoft,eastasiasoft,"Japanese, Spanish, American English","October 29, 2025"
239,Final Formation,$17.99,"Nintendo Switch: 3 GB , Nintendo Switch 2: 3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,City Connection,Chưa có,"Japanese, American English","October 29, 2025"
240,Two Point Museum,,3.7 GB,"TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch 2,SEGA,Chưa có,"Japanese, British English, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Latin American Spanish, Brazilian Portuguese, Traditional Chinese","October 28, 2025"
241,Farming Pro Simulator 25,$39.99,"Nintendo Switch: 773 MB , Nintendo Switch 2: 773 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,PerfectforPerfect Games,Chưa có,British English,"October 28, 2025"
242,Simon the Sorcerer Origins,$3.49,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,ININ Games,ININ Games,"Japanese, French, German, Italian, Spanish, Korean, Russian, Simplified Chinese, Brazilian Portuguese, American English","October 28, 2025"
243,Space Chef,$14.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,Kwalee,Kwalee,American English,"October 28, 2025"
244,Tattoo Studio Simulator,$9.99,"Nintendo Switch: 450 MB , Nintendo Switch 2: 450 MB","Tabletop mode , Handheld mode",Chưa có,Simulation,Nintendo Switch,UMURO,UMURO,American English,"October 27, 2025"
245,CANDYLAND: Sweet Survival,$6.99,"Nintendo Switch: 1.1 GB , Nintendo Switch 2: 1.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Great Escape Games Publishing,Chưa có,British English,"October 25, 2025"
246,Lost Howl,$39.99,"Nintendo Switch: 1.3 GB , Nintendo Switch 2: 1.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Downmeadowstreet,Chưa có,American English,"October 24, 2025"
247,Mannequin Mayhem - Physics Ragdoll Shooter,$6.99,"Nintendo Switch: 694 MB , Nintendo Switch 2: 694 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Action , Shooting",Nintendo Switch,Great Escape Games Publishing,Chưa có,British English,"October 24, 2025"
248,CORALINA,$4.99,"Nintendo Switch: 386 MB , Nintendo Switch 2: 386 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,"Adventure , Role playing",Nintendo Switch,Ratalaika Games,Chưa có,"Japanese, Portuguese, American English","October 24, 2025"
249,Pacify,$59.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 2.1 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Hitchcock Games,Hitchcock Games,"Japanese, British English, French, German, Italian, Spanish, Korean, Dutch, Portuguese, Russian, Simplified Chinese, Latin American Spanish, Canadian French, Brazilian Portuguese, Traditional Chinese, American English","October 24, 2025"
250,Chicken Run: Eggstraction,$39.99,"Nintendo Switch: 2.2 GB , Nintendo Switch 2: 2.2 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Action,Nintendo Switch,Outright Games,Outright Games,"Japanese, British English, French, German, Italian, Spanish, Korean, Latin American Spanish, Brazilian Portuguese, Traditional Chinese, American English","October 24, 2025"
251,Fast & Furious: Arcade Edition,$59.99,"Nintendo Switch: 1.6 GB , Nintendo Switch 2: 1.6 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),Racing,Nintendo Switch,Game Mill,Game Mill,"Japanese, French, German, Italian, Spanish, Korean, Dutch, Simplified Chinese, Traditional Chinese, American English","October 24, 2025"
252,"Run Chicken, run!",$5.99,"Nintendo Switch: 316 MB , Nintendo Switch 2: 316 MB",Handheld mode,Chưa có,Action,Nintendo Switch,Trefl S.A,Trefl S.A,American English,"October 24, 2025"
253,Once Upon A KATAMARI,$39.99,"Nintendo Switch: 3.3 GB , Nintendo Switch 2: 3.3 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,BANDAI NAMCO Entertainment,Chưa có,"French, Spanish, American English","October 24, 2025"
254,Hot Wheels Let's Race™: Ultimate Speed,$14.99,"Nintendo Switch: 2.3 GB , Nintendo Switch 2: 2.3 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-4),"Action , Racing",Nintendo Switch,Game Mill,Game Mill,"French, German, Italian, Spanish, Dutch, Canadian French, American English","October 24, 2025"
255,Dora™: Rainforest Rescue,$39.99,"Nintendo Switch: 2.1 GB , Nintendo Switch 2: 2.1 GB","TV mode , Tabletop mode , Handheld mode",Single System (1-2),"Action , Adventure",Nintendo Switch,Outright Games,Outright Games,"French, German, Italian, Spanish, Dutch, Latin American Spanish, Brazilian Portuguese, American English","October 24, 2025"
256,Chưa có,$59.99,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có,Chưa có
257,Sports Camp: A 35-Game Adventure Deluxe,$35.99,Chưa có,Chưa có,Chưa có,"Application , Puzzle , Sports",Nintendo Switch,Plug In Digital,Chưa có,Chưa có,"October 23, 2025"
258,Sushi For Robots,$5.99,"Nintendo Switch: 366 MB , Nintendo Switch 2: 366 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Puzzle,Nintendo Switch,Mameshiba Games,Chưa có,"British English, Spanish, Latin American Spanish, American English","October 23, 2025"
259,"Find It, Detective！",$3.99,"Nintendo Switch: 172 MB , Nintendo Switch 2: 172 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,MASK,Chưa có,"Japanese, Korean, Traditional Chinese, American English","October 23, 2025"
260,Cave of Illusions: Twistyland,$59.99,"Nintendo Switch: 1.5 GB , Nintendo Switch 2: 1.5 GB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Vidas Games,Vidas Games,American English,"October 23, 2025"
261,Grand Poker Casino,$59.99,"Nintendo Switch: 179 MB , Nintendo Switch 2: 179 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Tabletop,Nintendo Switch,Dolores Ent.,Dolores Ent.,"French, German, Italian, Spanish, Portuguese, Canadian French, American English","October 23, 2025"
262,INC: The Beginning,$4.99,"Nintendo Switch: 39 MB , Nintendo Switch 2: 39 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Action,Nintendo Switch,Orange Pixel,Orange Pixel,American English,"October 23, 2025"
263,Escape Game The Edo Period,$9.99,"Nintendo Switch: 399 MB , Nintendo Switch 2: 399 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,Regista,Chưa có,"British English, American English","October 23, 2025"
264,The Quarantine Sector,$59.99,"Nintendo Switch: 574 MB , Nintendo Switch 2: 574 MB","TV mode , Tabletop mode , Handheld mode",Chưa có,Adventure,Nintendo Switch,AGE Zero,AGE Zero,"Japanese, French, German, Italian, Spanish, Korean, Portuguese, Simplified Chinese, Traditional Chinese, American English","October 23, 2025"
